ID,学历,身高,购车,月薪,住房,体重,星座,民族,属相,血型,年龄,婚姻,文件名
90961650,本科,160cm,暂未购车,20000～50000元,与父母同住,--,水瓶座,--,兔,AB型,30岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
13719734,本科,170cm,暂未购车,5000～10000元,独自租房,55公斤,巨蟹座,其它民族,鼠,O型,34岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
13531053,本科,173cm,暂未购车,5000～10000元,已购住房,64公斤,双鱼座,汉族,狗,O型,36岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
12237362,本科,165cm,--,2000～5000元,--,--,狮子座,汉族,狗,--,36岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
11766447,本科,165cm,暂未购车,10000～20000元,需要时购置,--,魔羯座,汉族,蛇,B型,40岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
86333368,大专,162cm,暂未购车,2000～5000元,与父母同住,50公斤,双子座,汉族,虎,O型,32岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
84817572,硕士,165cm,--,20000～50000元,已购房（有贷款）,55公斤,双鱼座,汉族,羊,--,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
78456327,硕士,158cm,暂未购车,5000～10000元,已购住房,45公斤,金牛座,汉族,兔,A型,43岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
76101568,硕士,163cm,已购车（中档型）,20000～50000元,已购房（无贷款）,55公斤,白羊座,汉族,兔,B型,43岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
74170577,大专,160cm,暂未购车,5000～10000元,独自租房,48公斤,水瓶座,汉族,狗,B型,35岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
60232674,大专,168cm,暂未购车,5000～10000元,独自租房,55公斤,射手座,汉族,猪,O型,34岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
57079002,本科,160cm,暂未购车,10000～20000元,与父母同住,58公斤,射手座,汉族,蛇,B型,40岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 5k-10k.xlsx
51229486,本科,172cm,暂未购车,5000～10000元,暂未购房,60公斤,双子座,汉族,猪,B型,35岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
50246900,高中中专及以下,165cm,暂未购车,5000～10000元,--,53公斤,天蝎座,汉族,虎,AB型,44岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
49306295,高中中专及以下,158cm,暂未购车,5000～10000元,与人合租,47公斤,水瓶座,汉族,羊,AB型,39岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 5k-10k.xlsx
46878156,本科,158cm,暂未购车,5000～10000元,与父母同住,51公斤,天蝎座,汉族,羊,B型,38岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
42927379,本科,160cm,--,5000～10000元,--,55公斤,天秤座,汉族,龙,O型,42岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
40304416,大专,160cm,暂未购车,2000～5000元,已购住房,55公斤,水瓶座,汉族,羊,A型,38岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
16067109,本科,158cm,暂未购车,2000元以下,暂未购房,50公斤,处女座,汉族,兔,--,43岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
79233701,博士,165cm,暂未购车,5000～10000元,已购房（有贷款）,--,双子座,--,龙,--,42岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
71256319,大专,160cm,--,2000～5000元,--,--,天蝎座,其它民族,龙,O型,30岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
67447019,大专,162cm,暂未购车,5000～10000元,暂未购房,50公斤,天蝎座,汉族,马,AB型,28岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
57860673,本科,160cm,暂未购车,5000～10000元,暂未购房,55公斤,天蝎座,汉族,猴,B型,38岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
56480319,大专,170cm,暂未购车,2000～5000元,与父母同住,--,水瓶座,汉族,鸡,AB型,25岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
54377287,大专,168cm,--,5000～10000元,--,55公斤,巨蟹座,汉族,猴,O型,38岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
46070000,高中中专及以下,160cm,暂未购车,5000～10000元,暂未购房,60公斤,狮子座,汉族,狗,AB型,36岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
45852540,高中中专及以下,160cm,暂未购车,2000～5000元,已购住房,65公斤,双子座,汉族,蛇,O型,41岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
33327860,高中中专及以下,158cm,暂未购车,5000～10000元,独自租房,48公斤,水瓶座,汉族,羊,O型,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
33241085,本科,165cm,--,5000～10000元,--,--,双鱼座,汉族,羊,O型,39岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
33069876,本科,157cm,暂未购车,2000～5000元,独自租房,60公斤,天秤座,汉族,鸡,B型,37岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
32435421,高中中专及以下,160cm,暂未购车,2000～5000元,暂未购房,46公斤,天秤座,汉族,龙,O型,42岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
26160778,大专,163cm,暂未购车,5000～10000元,住单位房,52公斤,魔羯座,汉族,狗,O型,35岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
25274617,本科,160cm,--,5000～10000元,--,--,天秤座,汉族,龙,--,42岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
183052275,本科,170cm,--,5000～10000元,--,--,双鱼座,--,羊,--,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
90886429,大专,162cm,暂未购车,2000～5000元,暂未购房,--,处女座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
4855064,本科,160cm,--,5000～10000元,与人合租,47公斤,水瓶座,汉族,羊,O型,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
4285886,本科,170cm,已购车（经济型）,5000～10000元,与父母同住,63公斤,双子座,汉族,羊,A型,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
4087458,硕士,168cm,--,10000～20000元,独自租房,--,处女座,其它民族,龙,O型,42岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
3625220,本科,177cm,--,2000元以下,--,--,水瓶座,满族,狗,B型,36岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
3606580,本科,160cm,暂未购车,5000～10000元,已购住房,45公斤,双子座,汉族,龙,O型,42岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
3592082,本科,161cm,暂未购车,2000～5000元,独自租房,52公斤,白羊座,汉族,兔,保密,43岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
3294094,硕士,170cm,已经购车,10000～20000元,已购房（无贷款）,52公斤,双子座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
2252986,本科,166cm,已经购车,10000～20000元,已购住房,50公斤,双子座,汉族,蛇,O型,41岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
2113074,本科,155cm,暂未购车,5000～10000元,与人合租,42公斤,双鱼座,汉族,龙,B型,42岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
1838821,本科,165cm,暂未购车,10000～20000元,与父母同住,51公斤,处女座,汉族,兔,A型,43岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
1755778,本科,163cm,暂未购车,2000元以下,暂未购房,48公斤,天秤座,汉族,马,O型,40岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
1221252,硕士,166cm,已经购车,2000～5000元,住单位房,--,天秤座,汉族,兔,O型,43岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
182993860,高中中专及以下,160cm,暂未购车,2000～5000元,住单位房,57公斤,射手座,汉族,马,B型,39岁,离异,打开页面自动推荐 男 43岁 5k-10k.xlsx
182967979,博士,169cm,--,2000元以下,--,--,射手座,--,龙,--,29岁,离异,打开页面自动推荐 男 43岁 5k-10k.xlsx
182945099,大专,165cm,--,5000～10000元,--,--,天蝎座,--,鸡,--,25岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
180038595,大专,162cm,已购车（经济型）,2000～5000元,与父母同住,58公斤,金牛座,汉族,鸡,O型,37岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
179776898,博士,167cm,暂未购车,10000～20000元,独自租房,--,魔羯座,汉族,猪,保密,34岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
169769641,博士,166cm,暂未购车,10000～20000元,暂未购房,50公斤,魔羯座,汉族,猴,A型,25岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
147508545,本科,160cm,暂未购车,5000～10000元,暂未购房,54公斤,狮子座,汉族,鸡,O型,37岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
134239211,大专,160cm,暂未购车,10000～20000元,已购住房,--,天秤座,汉族,猴,A型,38岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
97028044,本科,163cm,暂未购车,5000～10000元,与父母同住,54公斤,天秤座,汉族,龙,A型,30岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
21832908,大专,160cm,暂未购车,5000～10000元,暂未购房,53公斤,白羊座,汉族,龙,O型,42岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 5k-10k.xlsx
21591864,硕士,160cm,已购车（经济型）,50000元以上,独自租房,47公斤,金牛座,汉族,马,B型,39岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
20299820,大专,160cm,已经购车,5000～10000元,已购房（有贷款）,60公斤,白羊座,汉族,猴,B型,38岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
182970064,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,鸡,--,37岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182968326,本科,170cm,--,5000～10000元,--,--,金牛座,--,牛,--,33岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182947045,本科,170cm,--,5000～10000元,--,--,双鱼座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182924045,本科,160cm,--,5000～10000元,--,--,狮子座,--,羊,--,27岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182877226,本科,170cm,--,5000～10000元,--,--,双鱼座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
126263367,高中中专及以下,155cm,暂未购车,5000～10000元,与父母同住,45公斤,狮子座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
62770996,大专,163cm,暂未购车,2000～5000元,暂未购房,60公斤,水瓶座,汉族,兔,保密,30岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
38349409,本科,166cm,暂未购车,5000～10000元,已购住房,53公斤,天秤座,汉族,猪,O型,35岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
4971564,大专,165cm,暂未购车,2000元以下,暂未购房,52公斤,天蝎座,汉族,狗,A型,36岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
3944615,硕士,167cm,已购车（经济型）,10000～20000元,已购房（有贷款）,53公斤,魔羯座,汉族,羊,--,38岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
100837474,大专,165cm,--,2000～5000元,--,--,天秤座,--,虎,--,44岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
97157133,本科,160cm,已购车（经济型）,5000～10000元,暂未购房,49公斤,魔羯座,汉族,鼠,O型,33岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
96796900,本科,162cm,--,2000～5000元,--,--,双鱼座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
85479788,大专,163cm,--,10000～20000元,独自租房,53公斤,天秤座,汉族,猪,A型,35岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
79781135,大专,163cm,已经购车,10000～20000元,已购住房,50公斤,射手座,汉族,猴,B型,37岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
76671481,大专,165cm,暂未购车,5000～10000元,暂未购房,--,双子座,--,虎,--,32岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 5k-10k.xlsx
64078975,大专,168cm,已购车（经济型）,5000～10000元,已购住房,65公斤,处女座,回族,兔,保密,43岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
54663121,本科,160cm,暂未购车,10000～20000元,--,--,狮子座,汉族,虎,O型,32岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
53308362,大专,167cm,需要时购置,5000～10000元,需要时购置,--,巨蟹座,汉族,兔,B型,43岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
49181230,本科,162cm,暂未购车,5000～10000元,暂未购房,50公斤,狮子座,汉族,马,A型,28岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
47690340,本科,166cm,--,2000～5000元,与父母同住,54公斤,双子座,汉族,羊,B型,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
32296705,本科,161cm,暂未购车,10000～20000元,需要时购置,--,天秤座,汉族,虎,--,44岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
27277232,硕士,166cm,已购车（经济型）,10000～20000元,已购房（有贷款）,55公斤,天秤座,汉族,羊,AB型,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182903981,本科,170cm,--,5000～10000元,--,--,金牛座,--,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182872663,本科,170cm,--,5000～10000元,--,--,白羊座,--,兔,--,31岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182901909,本科,170cm,--,5000～10000元,--,--,金牛座,--,马,--,28岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182827568,本科,170cm,--,5000～10000元,--,--,水瓶座,--,马,--,27岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
141537236,本科,170cm,暂未购车,10000～20000元,独自租房,--,双子座,汉族,鸡,AB型,25岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
26966805,本科,170cm,暂未购车,10000～20000元,暂未购房,--,金牛座,汉族,鼠,AB型,34岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
14930047,硕士,156cm,暂未购车,10000～20000元,独自租房,60公斤,处女座,汉族,龙,--,42岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
14649359,高中中专及以下,160cm,暂未购车,2000～5000元,与父母同住,64公斤,巨蟹座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
14396189,高中中专及以下,167cm,暂未购车,2000元以下,与父母同住,60公斤,魔羯座,汉族,龙,O型,41岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
11649534,本科,163cm,已购车（中档型）,5000～10000元,与父母同住,68公斤,天蝎座,汉族,猪,AB型,35岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
7020915,高中中专及以下,166cm,暂未购车,5000～10000元,与父母同住,56公斤,射手座,汉族,蛇,O型,28岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
5275539,大专,170cm,暂未购车,10000～20000元,已购房（无贷款）,63公斤,天蝎座,汉族,鸡,B型,37岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
4124894,硕士,160cm,暂未购车,10000～20000元,暂未购房,50公斤,水瓶座,汉族,羊,O型,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
160294794,本科,167cm,需要时购置,10000～20000元,住亲朋家,53公斤,天秤座,--,羊,A型,27岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182496040,本科,164cm,已购车（中档型）,10000～20000元,已购房（无贷款）,55公斤,白羊座,汉族,虎,A型,32岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
182090603,大专,160cm,已购车（经济型）,5000～10000元,独自租房,51公斤,双鱼座,--,蛇,A型,41岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 5k-10k.xlsx
172383729,大专,160cm,--,5000～10000元,--,50公斤,巨蟹座,汉族,狗,AB型,24岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
145934967,本科,168cm,暂未购车,2000元以下,独自租房,59公斤,巨蟹座,汉族,牛,A型,33岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
129203371,本科,166cm,暂未购车,5000～10000元,暂未购房,58公斤,狮子座,汉族,蛇,--,41岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
116479196,本科,160cm,已购车（经济型）,10000～20000元,已购房（有贷款）,60公斤,魔羯座,汉族,鼠,O型,33岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
97210526,高中中专及以下,165cm,暂未购车,2000～5000元,独自租房,54公斤,天蝎座,汉族,猴,B型,37岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
96911843,硕士,162cm,暂未购车,10000～20000元,暂未购房,--,天秤座,汉族,马,保密,28岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
96167486,本科,162cm,暂未购车,5000～10000元,已购房（有贷款）,50公斤,射手座,汉族,猴,O型,37岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
14649359,高中中专及以下,160cm,暂未购车,2000～5000元,与父母同住,64公斤,巨蟹座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182297489,双学士,166cm,--,2000～5000元,--,--,魔羯座,--,虎,--,43岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
182267684,本科,164cm,--,20000～50000元,--,--,双子座,--,虎,--,32岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
176052004,本科,160cm,--,10000～20000元,--,54公斤,处女座,汉族,兔,O型,31岁,"离异,有小孩归自己",打开页面自动推荐 男 43岁 5k-10k.xlsx
164269163,本科,156cm,暂未购车,5000～10000元,与人合租,--,天蝎座,--,鸡,B型,24岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
156579761,大专,163cm,已购车（中档型）,2000～5000元,已购房（无贷款）,53公斤,射手座,汉族,猴,O型,37岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 5k-10k.xlsx
154485257,本科,168cm,已购车（中档型）,5000～10000元,已购房（无贷款）,55公斤,双子座,--,羊,--,39岁,"离异,有小孩归对方",打开页面自动推荐 男 43岁 5k-10k.xlsx
44899879,本科,171cm,已购车（经济型）,10000～20000元,与父母同住,49公斤,双子座,满族,鼠,保密,34岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
43676585,本科,163cm,暂未购车,5000～10000元,与父母同住,60公斤,金牛座,回族,兔,B型,31岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
32418819,高中中专及以下,162cm,暂未购车,5000～10000元,住亲朋家,--,狮子座,汉族,鼠,--,34岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
29697634,大专,171cm,暂未购车,10000～20000元,已购住房,--,狮子座,汉族,羊,AB型,27岁,"离异,无小孩",打开页面自动推荐 男 43岁 5k-10k.xlsx
26668954,本科,156cm,暂未购车,5000～10000元,暂未购房,44公斤,天蝎座,汉族,鼠,O型,34岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
18827349,大专,155cm,暂未购车,2000～5000元,暂未购房,52公斤,金牛座,汉族,羊,B型,39岁,未婚,打开页面自动推荐 男 43岁 5k-10k.xlsx
